id,name,kind,class,source,asm,min_arch,cond,out_type,out_ctype,in_types,in_streams,in_bytes,out_bytes,n_vectors,insns_v73,insns_v75,insns_v79,insns_v81
112,ieee.Q6_Vhf_vfneg_Vhf,ieee,ieee_form,Q6_Vhf_vfneg_Vhf,Vd32.hf=vfneg(Vu32.hf),68,__HVX_ARCH__ >= 73,hf,V,hf//,hf_a/none/none,128/0/0,128,4096,v0.hf = vfneg(v0.hf),v0.hf = vfneg(v0.hf),v0.hf = vfneg(v0.hf),v0.hf = vfneg(v0.hf)
113,cc.Q6_Vhf_vfneg_Vhf,cc,ieee_form,Q6_Vhf_vfneg_Vhf,Vd32.hf=vfneg(Vu32.hf),68,__HVX_ARCH__ >= 73,hf,V,hf//,hf_a/none/none,128/0/0,128,4096,v0.hf = vfneg(v0.hf),v0.hf = vfneg(v0.hf),"immext(#0x8000) ; r2 = ##0x8000 | v1.h = vsplat(r2) | v0 = vxor(v0,v1)",v1.qf16 = vneg(v0.hf) | v0.hf = v1.qf16
114,ieee.Q6_Vsf_vfneg_Vsf,ieee,ieee_form,Q6_Vsf_vfneg_Vsf,Vd32.sf=vfneg(Vu32.sf),68,__HVX_ARCH__ >= 73,sf,V,sf//,sf_a/none/none,128/0/0,128,4096,v0.sf = vfneg(v0.sf),v0.sf = vfneg(v0.sf),v0.sf = vfneg(v0.sf),v0.sf = vfneg(v0.sf)
115,cc.Q6_Vsf_vfneg_Vsf,cc,ieee_form,Q6_Vsf_vfneg_Vsf,Vd32.sf=vfneg(Vu32.sf),68,__HVX_ARCH__ >= 73,sf,V,sf//,sf_a/none/none,128/0/0,128,4096,v0.sf = vfneg(v0.sf),v0.sf = vfneg(v0.sf),"immext(#0x80000000) ; r2 = ##-0x80000000 | v1 = vsplat(r2) | v0 = vxor(v0,v1)",v1.qf32 = vneg(v0.sf) | v0.sf = v1.qf32
116,Q6_Q_vcmp_gt_VhfVhf,insn,fp_cmp,Q6_Q_vcmp_gt_VhfVhf,"Qd4=vcmp.gt(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,,Q,hf/hf/,hf_a/hf_b/none,128/128/0,128,4096,"r2 = #-0x1 ; q0 = vcmp.gt(v0.hf,v1.hf) | v0 = vand(q0,r2)","r2 = #-0x1 ; q0 = vcmp.gt(v0.hf,v1.hf) | v0 = vand(q0,r2)","r2 = #-0x1 ; q0 = vcmp.gt(v0.hf,v1.hf) | v0 = vand(q0,r2)","r2 = #-0x1 ; q0 = vcmp.gt(v0.hf,v1.hf) | v0 = vand(q0,r2)"
117,Q6_Q_vcmp_gtand_QVhfVhf,insn,fp_cmp,Q6_Q_vcmp_gtand_QVhfVhf,"Qx4&=vcmp.gt(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,,Q,hf/hf/pred,hf_a/hf_b/int_c,128/128/128,128,4096,"r2 = #-0x1 | q0 = vand(v0,r2) | q0 &= vcmp.gt(v1.hf,v2.hf) | v0 = vand(q0,r2)","r2 = #-0x1 | q0 = vand(v0,r2) | q0 &= vcmp.gt(v1.hf,v2.hf) | v0 = vand(q0,r2)","r2 = #-0x1 | q0 = vand(v0,r2) | q0 &= vcmp.gt(v1.hf,v2.hf) | v0 = vand(q0,r2)","r2 = #-0x1 | q0 = vand(v0,r2) | q0 &= vcmp.gt(v1.hf,v2.hf) | v0 = vand(q0,r2)"
118,Q6_Q_vcmp_gtor_QVhfVhf,insn,fp_cmp,Q6_Q_vcmp_gtor_QVhfVhf,"Qx4|=vcmp.gt(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,,Q,hf/hf/pred,hf_a/hf_b/int_c,128/128/128,128,4096,"r2 = #-0x1 | q0 = vand(v0,r2) | q0 |= vcmp.gt(v1.hf,v2.hf) | v0 = vand(q0,r2)","r2 = #-0x1 | q0 = vand(v0,r2) | q0 |= vcmp.gt(v1.hf,v2.hf) | v0 = vand(q0,r2)","r2 = #-0x1 | q0 = vand(v0,r2) | q0 |= vcmp.gt(v1.hf,v2.hf) | v0 = vand(q0,r2)","r2 = #-0x1 | q0 = vand(v0,r2) | q0 |= vcmp.gt(v1.hf,v2.hf) | v0 = vand(q0,r2)"
119,Q6_Q_vcmp_gtxacc_QVhfVhf,insn,fp_cmp,Q6_Q_vcmp_gtxacc_QVhfVhf,"Qx4^=vcmp.gt(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,,Q,hf/hf/pred,hf_a/hf_b/int_c,128/128/128,128,4096,"r2 = #-0x1 | q0 = vand(v0,r2) | q0 ^= vcmp.gt(v1.hf,v2.hf) | v0 = vand(q0,r2)","r2 = #-0x1 | q0 = vand(v0,r2) | q0 ^= vcmp.gt(v1.hf,v2.hf) | v0 = vand(q0,r2)","r2 = #-0x1 | q0 = vand(v0,r2) | q0 ^= vcmp.gt(v1.hf,v2.hf) | v0 = vand(q0,r2)","r2 = #-0x1 | q0 = vand(v0,r2) | q0 ^= vcmp.gt(v1.hf,v2.hf) | v0 = vand(q0,r2)"
120,Q6_Q_vcmp_gt_VsfVsf,insn,fp_cmp,Q6_Q_vcmp_gt_VsfVsf,"Qd4=vcmp.gt(Vu32.sf,Vv32.sf)",68,__HVX_ARCH__ >= 73,,Q,sf/sf/,sf_a/sf_b/none,128/128/0,128,4096,"r2 = #-0x1 ; q0 = vcmp.gt(v0.sf,v1.sf) | v0 = vand(q0,r2)","r2 = #-0x1 ; q0 = vcmp.gt(v0.sf,v1.sf) | v0 = vand(q0,r2)","r2 = #-0x1 ; q0 = vcmp.gt(v0.sf,v1.sf) | v0 = vand(q0,r2)","r2 = #-0x1 ; q0 = vcmp.gt(v0.sf,v1.sf) | v0 = vand(q0,r2)"
121,Q6_Q_vcmp_gtand_QVsfVsf,insn,fp_cmp,Q6_Q_vcmp_gtand_QVsfVsf,"Qx4&=vcmp.gt(Vu32.sf,Vv32.sf)",68,__HVX_ARCH__ >= 73,,Q,sf/sf/pred,sf_a/sf_b/int_c,128/128/128,128,4096,"r2 = #-0x1 | q0 = vand(v0,r2) | q0 &= vcmp.gt(v1.sf,v2.sf) | v0 = vand(q0,r2)","r2 = #-0x1 | q0 = vand(v0,r2) | q0 &= vcmp.gt(v1.sf,v2.sf) | v0 = vand(q0,r2)","r2 = #-0x1 | q0 = vand(v0,r2) | q0 &= vcmp.gt(v1.sf,v2.sf) | v0 = vand(q0,r2)","r2 = #-0x1 | q0 = vand(v0,r2) | q0 &= vcmp.gt(v1.sf,v2.sf) | v0 = vand(q0,r2)"
122,Q6_Q_vcmp_gtor_QVsfVsf,insn,fp_cmp,Q6_Q_vcmp_gtor_QVsfVsf,"Qx4|=vcmp.gt(Vu32.sf,Vv32.sf)",68,__HVX_ARCH__ >= 73,,Q,sf/sf/pred,sf_a/sf_b/int_c,128/128/128,128,4096,"r2 = #-0x1 | q0 = vand(v0,r2) | q0 |= vcmp.gt(v1.sf,v2.sf) | v0 = vand(q0,r2)","r2 = #-0x1 | q0 = vand(v0,r2) | q0 |= vcmp.gt(v1.sf,v2.sf) | v0 = vand(q0,r2)","r2 = #-0x1 | q0 = vand(v0,r2) | q0 |= vcmp.gt(v1.sf,v2.sf) | v0 = vand(q0,r2)","r2 = #-0x1 | q0 = vand(v0,r2) | q0 |= vcmp.gt(v1.sf,v2.sf) | v0 = vand(q0,r2)"
123,Q6_Q_vcmp_gtxacc_QVsfVsf,insn,fp_cmp,Q6_Q_vcmp_gtxacc_QVsfVsf,"Qx4^=vcmp.gt(Vu32.sf,Vv32.sf)",68,__HVX_ARCH__ >= 73,,Q,sf/sf/pred,sf_a/sf_b/int_c,128/128/128,128,4096,"r2 = #-0x1 | q0 = vand(v0,r2) | q0 ^= vcmp.gt(v1.sf,v2.sf) | v0 = vand(q0,r2)","r2 = #-0x1 | q0 = vand(v0,r2) | q0 ^= vcmp.gt(v1.sf,v2.sf) | v0 = vand(q0,r2)","r2 = #-0x1 | q0 = vand(v0,r2) | q0 ^= vcmp.gt(v1.sf,v2.sf) | v0 = vand(q0,r2)","r2 = #-0x1 | q0 = vand(v0,r2) | q0 ^= vcmp.gt(v1.sf,v2.sf) | v0 = vand(q0,r2)"
124,Q6_Vb_vlut32_VbVbR,insn,int_round,Q6_Vb_vlut32_VbVbR,"Vd32.b=vlut32(Vu32.b,Vv32.b,Rt8)",60,__HVX_ARCH__ >= 73,b,V,b/b/,int_a/int_b/int_c,128/128/128,128,1024,"v0.b = vlut32(v0.b,v1.b,r0)","v0.b = vlut32(v0.b,v1.b,r0)","v0.b = vlut32(v0.b,v1.b,r0)","v0.b = vlut32(v0.b,v1.b,r0)"
125,Q6_Vb_vlut32_VbVbR_nomatch,insn,int_round,Q6_Vb_vlut32_VbVbR_nomatch,"Vd32.b=vlut32(Vu32.b,Vv32.b,Rt8):nomatch",62,__HVX_ARCH__ >= 73,b,V,b/b/,int_a/int_b/int_c,128/128/128,128,1024,"v0.b = vlut32(v0.b,v1.b,r0):nomatch","v0.b = vlut32(v0.b,v1.b,r0):nomatch","v0.b = vlut32(v0.b,v1.b,r0):nomatch","v0.b = vlut32(v0.b,v1.b,r0):nomatch"
126,Q6_Vb_vlut32or_VbVbVbR,insn,int_round,Q6_Vb_vlut32or_VbVbVbR,"Vx32.b|=vlut32(Vu32.b,Vv32.b,Rt8)",60,__HVX_ARCH__ >= 73,b,V,b/b/b,int_a/int_b/int_c,128/128/128,128,1024,"v0.b |= vlut32(v1.b,v2.b,r0)","v0.b |= vlut32(v1.b,v2.b,r0)","v0.b |= vlut32(v1.b,v2.b,r0)","v0.b |= vlut32(v1.b,v2.b,r0)"
127,Q6_Vb_vlut32or_VbVbVbI_I0,insn,int_round,Q6_Vb_vlut32or_VbVbVbI,"Vx32.b|=vlut32(Vu32.b,Vv32.b,#u3)",62,__HVX_ARCH__ >= 73,b,V,b/b/b,int_a/int_b/int_c,128/128/128,128,1024,"v0.b |= vlut32(v1.b,v2.b,#0x0)","v0.b |= vlut32(v1.b,v2.b,#0x0)","v0.b |= vlut32(v1.b,v2.b,#0x0)","v0.b |= vlut32(v1.b,v2.b,#0x0)"
128,Q6_Vb_vlut32or_VbVbVbI_I1,insn,int_round,Q6_Vb_vlut32or_VbVbVbI,"Vx32.b|=vlut32(Vu32.b,Vv32.b,#u3)",62,__HVX_ARCH__ >= 73,b,V,b/b/b,int_a/int_b/int_c,128/128/128,128,1024,"v0.b |= vlut32(v1.b,v2.b,#0x1)","v0.b |= vlut32(v1.b,v2.b,#0x1)","v0.b |= vlut32(v1.b,v2.b,#0x1)","v0.b |= vlut32(v1.b,v2.b,#0x1)"
129,Q6_Vb_vlut32or_VbVbVbI_I7,insn,int_round,Q6_Vb_vlut32or_VbVbVbI,"Vx32.b|=vlut32(Vu32.b,Vv32.b,#u3)",62,__HVX_ARCH__ >= 73,b,V,b/b/b,int_a/int_b/int_c,128/128/128,128,1024,"v0.b |= vlut32(v1.b,v2.b,#0x7)","v0.b |= vlut32(v1.b,v2.b,#0x7)","v0.b |= vlut32(v1.b,v2.b,#0x7)","v0.b |= vlut32(v1.b,v2.b,#0x7)"
130,Q6_Vb_vlut32_VbVbI_I0,insn,int_round,Q6_Vb_vlut32_VbVbI,"Vd32.b=vlut32(Vu32.b,Vv32.b,#u3)",62,__HVX_ARCH__ >= 73,b,V,b/b/,int_a/int_b/none,128/128/0,128,1024,"v0.b = vlut32(v0.b,v1.b,#0x0)","v0.b = vlut32(v0.b,v1.b,#0x0)","v0.b = vlut32(v0.b,v1.b,#0x0)","v0.b = vlut32(v0.b,v1.b,#0x0)"
131,Q6_Vb_vlut32_VbVbI_I1,insn,int_round,Q6_Vb_vlut32_VbVbI,"Vd32.b=vlut32(Vu32.b,Vv32.b,#u3)",62,__HVX_ARCH__ >= 73,b,V,b/b/,int_a/int_b/none,128/128/0,128,1024,"v0.b = vlut32(v0.b,v1.b,#0x1)","v0.b = vlut32(v0.b,v1.b,#0x1)","v0.b = vlut32(v0.b,v1.b,#0x1)","v0.b = vlut32(v0.b,v1.b,#0x1)"
132,Q6_Vb_vlut32_VbVbI_I7,insn,int_round,Q6_Vb_vlut32_VbVbI,"Vd32.b=vlut32(Vu32.b,Vv32.b,#u3)",62,__HVX_ARCH__ >= 73,b,V,b/b/,int_a/int_b/none,128/128/0,128,1024,"v0.b = vlut32(v0.b,v1.b,#0x7)","v0.b = vlut32(v0.b,v1.b,#0x7)","v0.b = vlut32(v0.b,v1.b,#0x7)","v0.b = vlut32(v0.b,v1.b,#0x7)"
133,Q6_Wh_vlut16_VbVhR,insn,int_round,Q6_Wh_vlut16_VbVhR,"Vdd32.h=vlut16(Vu32.b,Vv32.h,Rt8)",60,__HVX_ARCH__ >= 73,h,W,b/h/,int_a/int_b/int_c,128/128/128,256,1024,"v1:0.h = vlut16(v0.b,v1.h,r0)","v1:0.h = vlut16(v0.b,v1.h,r0)","v1:0.h = vlut16(v0.b,v1.h,r0)","v1:0.h = vlut16(v0.b,v1.h,r0)"
134,Q6_Wh_vlut16_VbVhR_nomatch,insn,int_round,Q6_Wh_vlut16_VbVhR_nomatch,"Vdd32.h=vlut16(Vu32.b,Vv32.h,Rt8):nomatch",62,__HVX_ARCH__ >= 73,h,W,b/h/,int_a/int_b/int_c,128/128/128,256,1024,"v1:0.h = vlut16(v0.b,v1.h,r0):nomatch","v1:0.h = vlut16(v0.b,v1.h,r0):nomatch","v1:0.h = vlut16(v0.b,v1.h,r0):nomatch","v1:0.h = vlut16(v0.b,v1.h,r0):nomatch"
135,Q6_Wh_vlut16or_WhVbVhR,insn,int_round,Q6_Wh_vlut16or_WhVbVhR,"Vxx32.h|=vlut16(Vu32.b,Vv32.h,Rt8)",60,__HVX_ARCH__ >= 73,h,W,b/h/h,int_a/int_b/int_c,128/128/256,256,1024,"v1:0.h |= vlut16(v2.b,v3.h,r0)","v1:0.h |= vlut16(v2.b,v3.h,r0)","v1:0.h |= vlut16(v2.b,v3.h,r0)","v1:0.h |= vlut16(v2.b,v3.h,r0)"
136,Q6_Wh_vlut16or_WhVbVhI_I0,insn,int_round,Q6_Wh_vlut16or_WhVbVhI,"Vxx32.h|=vlut16(Vu32.b,Vv32.h,#u3)",62,__HVX_ARCH__ >= 73,h,W,b/h/h,int_a/int_b/int_c,128/128/256,256,1024,"v1:0.h |= vlut16(v2.b,v3.h,#0x0)","v1:0.h |= vlut16(v2.b,v3.h,#0x0)","v1:0.h |= vlut16(v2.b,v3.h,#0x0)","v1:0.h |= vlut16(v2.b,v3.h,#0x0)"
137,Q6_Wh_vlut16or_WhVbVhI_I1,insn,int_round,Q6_Wh_vlut16or_WhVbVhI,"Vxx32.h|=vlut16(Vu32.b,Vv32.h,#u3)",62,__HVX_ARCH__ >= 73,h,W,b/h/h,int_a/int_b/int_c,128/128/256,256,1024,"v1:0.h |= vlut16(v2.b,v3.h,#0x1)","v1:0.h |= vlut16(v2.b,v3.h,#0x1)","v1:0.h |= vlut16(v2.b,v3.h,#0x1)","v1:0.h |= vlut16(v2.b,v3.h,#0x1)"
138,Q6_Wh_vlut16or_WhVbVhI_I7,insn,int_round,Q6_Wh_vlut16or_WhVbVhI,"Vxx32.h|=vlut16(Vu32.b,Vv32.h,#u3)",62,__HVX_ARCH__ >= 73,h,W,b/h/h,int_a/int_b/int_c,128/128/256,256,1024,"v1:0.h |= vlut16(v2.b,v3.h,#0x7)","v1:0.h |= vlut16(v2.b,v3.h,#0x7)","v1:0.h |= vlut16(v2.b,v3.h,#0x7)","v1:0.h |= vlut16(v2.b,v3.h,#0x7)"
139,Q6_Wh_vlut16_VbVhI_I0,insn,int_round,Q6_Wh_vlut16_VbVhI,"Vdd32.h=vlut16(Vu32.b,Vv32.h,#u3)",62,__HVX_ARCH__ >= 73,h,W,b/h/,int_a/int_b/none,128/128/0,256,1024,"v1:0.h = vlut16(v0.b,v1.h,#0x0)","v1:0.h = vlut16(v0.b,v1.h,#0x0)","v1:0.h = vlut16(v0.b,v1.h,#0x0)","v1:0.h = vlut16(v0.b,v1.h,#0x0)"
140,Q6_Wh_vlut16_VbVhI_I1,insn,int_round,Q6_Wh_vlut16_VbVhI,"Vdd32.h=vlut16(Vu32.b,Vv32.h,#u3)",62,__HVX_ARCH__ >= 73,h,W,b/h/,int_a/int_b/none,128/128/0,256,1024,"v1:0.h = vlut16(v0.b,v1.h,#0x1)","v1:0.h = vlut16(v0.b,v1.h,#0x1)","v1:0.h = vlut16(v0.b,v1.h,#0x1)","v1:0.h = vlut16(v0.b,v1.h,#0x1)"
141,Q6_Wh_vlut16_VbVhI_I7,insn,int_round,Q6_Wh_vlut16_VbVhI,"Vdd32.h=vlut16(Vu32.b,Vv32.h,#u3)",62,__HVX_ARCH__ >= 73,h,W,b/h/,int_a/int_b/none,128/128/0,256,1024,"v1:0.h = vlut16(v0.b,v1.h,#0x7)","v1:0.h = vlut16(v0.b,v1.h,#0x7)","v1:0.h = vlut16(v0.b,v1.h,#0x7)","v1:0.h = vlut16(v0.b,v1.h,#0x7)"
142,Q6_Vhf_vmax_VhfVhf,insn,ieee_form,Q6_Vhf_vmax_VhfVhf,"Vd32.hf=vmax(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,hf,V,hf/hf/,hf_a/hf_b/none,128/128/0,128,4096,"v0.hf = vmax(v0.hf,v1.hf)","v0.hf = vmax(v0.hf,v1.hf)","v0.hf = vmax(v0.hf,v1.hf)","v0.hf = vmax(v0.hf,v1.hf)"
143,Q6_Vsf_vmax_VsfVsf,insn,ieee_form,Q6_Vsf_vmax_VsfVsf,"Vd32.sf=vmax(Vu32.sf,Vv32.sf)",68,__HVX_ARCH__ >= 73,sf,V,sf/sf/,sf_a/sf_b/none,128/128/0,128,4096,"v0.sf = vmax(v0.sf,v1.sf)","v0.sf = vmax(v0.sf,v1.sf)","v0.sf = vmax(v0.sf,v1.sf)","v0.sf = vmax(v0.sf,v1.sf)"
144,Q6_Vhf_vmin_VhfVhf,insn,ieee_form,Q6_Vhf_vmin_VhfVhf,"Vd32.hf=vmin(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,hf,V,hf/hf/,hf_a/hf_b/none,128/128/0,128,4096,"v0.hf = vmin(v0.hf,v1.hf)","v0.hf = vmin(v0.hf,v1.hf)","v0.hf = vmin(v0.hf,v1.hf)","v0.hf = vmin(v0.hf,v1.hf)"
145,Q6_Vsf_vmin_VsfVsf,insn,ieee_form,Q6_Vsf_vmin_VsfVsf,"Vd32.sf=vmin(Vu32.sf,Vv32.sf)",68,__HVX_ARCH__ >= 73,sf,V,sf/sf/,sf_a/sf_b/none,128/128/0,128,4096,"v0.sf = vmin(v0.sf,v1.sf)","v0.sf = vmin(v0.sf,v1.sf)","v0.sf = vmin(v0.sf,v1.sf)","v0.sf = vmin(v0.sf,v1.sf)"
146,Q6_Wh_vmpa_WubRb,insn,int_round,Q6_Wh_vmpa_WubRb,"Vdd32.h=vmpa(Vuu32.ub,Rt32.b)",60,__HVX_ARCH__ >= 73,h,W,ub/b/,int_a/int_b/none,256/128/0,256,1024,"v1:0.h = vmpa(v1:0.ub,r0.b)","v1:0.h = vmpa(v1:0.ub,r0.b)","v1:0.h = vmpa(v1:0.ub,r0.b)","v1:0.h = vmpa(v1:0.ub,r0.b)"
147,Q6_Wh_vmpaacc_WhWubRb,insn,int_round,Q6_Wh_vmpaacc_WhWubRb,"Vxx32.h+=vmpa(Vuu32.ub,Rt32.b)",60,__HVX_ARCH__ >= 73,h,W,ub/b/h,int_a/int_b/int_c,256/128/256,256,1024,"v1:0.h += vmpa(v3:2.ub,r0.b)","v1:0.h += vmpa(v3:2.ub,r0.b)","v1:0.h += vmpa(v3:2.ub,r0.b)","v1:0.h += vmpa(v3:2.ub,r0.b)"
148,Q6_Wh_vmpa_WubWb,insn,int_round,Q6_Wh_vmpa_WubWb,"Vdd32.h=vmpa(Vuu32.ub,Vvv32.b)",60,__HVX_ARCH__ >= 73,h,W,ub/b/,int_a/int_b/none,256/256/0,256,1024,"v1:0.h = vmpa(v1:0.ub,v3:2.b)","v1:0.h = vmpa(v1:0.ub,v3:2.b)","v1:0.h = vmpa(v1:0.ub,v3:2.b)","v1:0.h = vmpa(v1:0.ub,v3:2.b)"
149,Q6_Wh_vmpa_WubRub,insn,int_round,Q6_Wh_vmpa_WubRub,"Vdd32.h=vmpa(Vuu32.ub,Rt32.ub)",65,__HVX_ARCH__ >= 73,h,W,ub/ub/,int_a/int_b/none,256/128/0,256,1024,"v1:0.h = vmpa(v1:0.ub,r0.ub)","v1:0.h = vmpa(v1:0.ub,r0.ub)","v1:0.h = vmpa(v1:0.ub,r0.ub)","v1:0.h = vmpa(v1:0.ub,r0.ub)"
150,Q6_Wh_vmpaacc_WhWubRub,insn,int_round,Q6_Wh_vmpaacc_WhWubRub,"Vxx32.h+=vmpa(Vuu32.ub,Rt32.ub)",65,__HVX_ARCH__ >= 73,h,W,ub/ub/h,int_a/int_b/int_c,256/128/256,256,1024,"v1:0.h += vmpa(v3:2.ub,r0.ub)","v1:0.h += vmpa(v3:2.ub,r0.ub)","v1:0.h += vmpa(v3:2.ub,r0.ub)","v1:0.h += vmpa(v3:2.ub,r0.ub)"
151,Q6_Wh_vmpa_WubWub,insn,int_round,Q6_Wh_vmpa_WubWub,"Vdd32.h=vmpa(Vuu32.ub,Vvv32.ub)",60,__HVX_ARCH__ >= 73,h,W,ub/ub/,int_a/int_b/none,256/256/0,256,1024,"v1:0.h = vmpa(v1:0.ub,v3:2.ub)","v1:0.h = vmpa(v1:0.ub,v3:2.ub)","v1:0.h = vmpa(v1:0.ub,v3:2.ub)","v1:0.h = vmpa(v1:0.ub,v3:2.ub)"
152,Q6_Ww_vmpa_WhRb,insn,int_round,Q6_Ww_vmpa_WhRb,"Vdd32.w=vmpa(Vuu32.h,Rt32.b)",60,__HVX_ARCH__ >= 73,w,W,h/b/,int_a/int_b/none,256/128/0,256,1024,"v1:0.w = vmpa(v1:0.h,r0.b)","v1:0.w = vmpa(v1:0.h,r0.b)","v1:0.w = vmpa(v1:0.h,r0.b)","v1:0.w = vmpa(v1:0.h,r0.b)"
153,Q6_Ww_vmpaacc_WwWhRb,insn,int_round,Q6_Ww_vmpaacc_WwWhRb,"Vxx32.w+=vmpa(Vuu32.h,Rt32.b)",60,__HVX_ARCH__ >= 73,w,W,h/b/w,int_a/int_b/int_c,256/128/256,256,1024,"v1:0.w += vmpa(v3:2.h,r0.b)","v1:0.w += vmpa(v3:2.h,r0.b)","v1:0.w += vmpa(v3:2.h,r0.b)","v1:0.w += vmpa(v3:2.h,r0.b)"
154,Q6_Vh_vmpa_VhVhVhPh_sat,insn,int_round,Q6_Vh_vmpa_VhVhVhPh_sat,"Vx32.h=vmpa(Vx32.h,Vu32.h,Rtt32.h):sat",65,__HVX_ARCH__ >= 73,h,V,h/h/h,int_a/int_b/int_c,128/128/128,128,1024,"v0.h = vmpa(v0.h,v1.h,r1:0.h):sat","v0.h = vmpa(v0.h,v1.h,r1:0.h):sat","v0.h = vmpa(v0.h,v1.h,r1:0.h):sat","v0.h = vmpa(v0.h,v1.h,r1:0.h):sat"
155,Q6_Ww_vmpa_WuhRb,insn,int_round,Q6_Ww_vmpa_WuhRb,"Vdd32.w=vmpa(Vuu32.uh,Rt32.b)",62,__HVX_ARCH__ >= 73,w,W,uh/b/,int_a/int_b/none,256/128/0,256,1024,"v1:0.w = vmpa(v1:0.uh,r0.b)","v1:0.w = vmpa(v1:0.uh,r0.b)","v1:0.w = vmpa(v1:0.uh,r0.b)","v1:0.w = vmpa(v1:0.uh,r0.b)"
156,Q6_Ww_vmpaacc_WwWuhRb,insn,int_round,Q6_Ww_vmpaacc_WwWuhRb,"Vxx32.w+=vmpa(Vuu32.uh,Rt32.b)",62,__HVX_ARCH__ >= 73,w,W,uh/b/w,int_a/int_b/int_c,256/128/256,256,1024,"v1:0.w += vmpa(v3:2.uh,r0.b)","v1:0.w += vmpa(v3:2.uh,r0.b)","v1:0.w += vmpa(v3:2.uh,r0.b)","v1:0.w += vmpa(v3:2.uh,r0.b)"
157,Q6_Vh_vmpa_VhVhVuhPuh_sat,insn,int_round,Q6_Vh_vmpa_VhVhVuhPuh_sat,"Vx32.h=vmpa(Vx32.h,Vu32.uh,Rtt32.uh):sat",65,__HVX_ARCH__ >= 73,h,V,uh/uh/h,int_a/int_b/int_c,128/128/128,128,1024,"v0.h = vmpa(v0.h,v1.uh,r1:0.uh):sat","v0.h = vmpa(v0.h,v1.uh,r1:0.uh):sat","v0.h = vmpa(v0.h,v1.uh,r1:0.uh):sat","v0.h = vmpa(v0.h,v1.uh,r1:0.uh):sat"
158,Q6_Vh_vmps_VhVhVuhPuh_sat,insn,int_round,Q6_Vh_vmps_VhVhVuhPuh_sat,"Vx32.h=vmps(Vx32.h,Vu32.uh,Rtt32.uh):sat",65,__HVX_ARCH__ >= 73,h,V,uh/uh/h,int_a/int_b/int_c,128/128/128,128,1024,"v0.h = vmps(v0.h,v1.uh,r1:0.uh):sat","v0.h = vmps(v0.h,v1.uh,r1:0.uh):sat","v0.h = vmps(v0.h,v1.uh,r1:0.uh):sat","v0.h = vmps(v0.h,v1.uh,r1:0.uh):sat"
159,ieee.Q6_Vhf_vmpy_VhfVhf,ieee,ieee_form,Q6_Vhf_vmpy_VhfVhf,"Vd32.hf=vmpy(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,hf,V,hf/hf/,hf_a/hf_b/none,128/128/0,128,4096,"v0.hf = vmpy(v0.hf,v1.hf)","v0.hf = vmpy(v0.hf,v1.hf)","v0.hf = vmpy(v0.hf,v1.hf)","v0.hf = vmpy(v0.hf,v1.hf)"
160,cc.Q6_Vhf_vmpy_VhfVhf,cc,ieee_form,Q6_Vhf_vmpy_VhfVhf,"Vd32.hf=vmpy(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,hf,V,hf/hf/,hf_a/hf_b/none,128/128/0,128,4096,"v0.hf = vmpy(v0.hf,v1.hf)","v0.hf = vmpy(v0.hf,v1.hf)","v1:0.qf32 = vmpy(v0.hf,v1.hf) | v0.hf = v1:0.qf32","v1:0.qf32 = vmpy(v0.hf,v1.hf) | v0.hf = v1:0.qf32"
161,ieee.Q6_Vhf_vmpyacc_VhfVhfVhf,ieee,ieee_form,Q6_Vhf_vmpyacc_VhfVhfVhf,"Vx32.hf+=vmpy(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,hf,V,hf/hf/hf,hf_a/hf_b/hf_c,128/128/128,128,4096,"v0.hf += vmpy(v1.hf,v2.hf)","v0.hf += vmpy(v1.hf,v2.hf)","v0.hf += vmpy(v1.hf,v2.hf)","v0.hf += vmpy(v1.hf,v2.hf)"
162,cc.Q6_Vhf_vmpyacc_VhfVhfVhf,cc,ieee_form,Q6_Vhf_vmpyacc_VhfVhfVhf,"Vx32.hf+=vmpy(Vu32.hf,Vv32.hf)",68,__HVX_ARCH__ >= 73,hf,V,hf/hf/hf,hf_a/hf_b/hf_c,128/128/128,128,4096,"v0.hf += vmpy(v1.hf,v2.hf)","v0.hf += vmpy(v1.hf,v2.hf)","v3:2.qf32 = vmpy(v1.hf,v2.hf) ; r2 = #0x3c00 | v4.h = vsplat(r2) | v29:28.qf32 = vmpy(v0.hf,v4.hf) | v4.qf32 = vadd(v28.qf32,v2.qf32) ; v5.qf32 = vadd(v29.qf32,v3.qf32) | v0.hf = v5:4.qf32","v3:2.qf32 = vmpy(v1.hf,v2.hf) ; r2 = #0x3c00 | v4.h = vsplat(r2) | v31:30.qf32 = vmpy(v0.hf,v4.hf) | v4.qf32 = vadd(v30.qf32,v2.qf32) ; v5.qf32 = vadd(v31.qf32,v3.qf32) | v0.hf = v5:4.qf32"
